Title, Company, Location, Url
Solutions Architect - Generative AI,NVIDIA,서울,http://kr.indeed.com/rc/clk?jk=06fed7b0b07a2ce5&bb=ap-yO7dtbR20aJk6gW1XSgs74-f63qwS-p5a4zSRHyKrLG2tdxZYCR5xxhiUtwenpXfq5LiD9fkzqvzFgNW-ov4vZdMO9YYoteH3r6IWcVk%3D&xkcb=SoA267M3H0qDlk2SBB0MbzkdCdPP&fccid=c267f29f0f85e8b8&vjs=3
[경력] IT 각 분야별 인재 모집,LG그룹,서울 여의도,http://kr.indeed.com/rc/clk?jk=62187261deef9b02&bb=ap-yO7dtbR20aJk6gW1XSlGVW_XscxxiBfrw3nsispO2QFtwExcX9-PAxEXsLss5No0FzCo-IaAhs56Ywgr2jPVbMYU_vYjIoNi1SES02Ks%3D&xkcb=SoDf67M3H0qDlk2SBB0DbzkdCdPP&fccid=1e75eb5b018388ba&vjs=3
어플리케이션 개발,포디아이비젼,서울 서초구,http://kr.indeed.com/rc/clk?jk=9ddeefdd556f26c6&bb=ap-yO7dtbR20aJk6gW1XSnx8qooqVTZxSQCey7ZtaI6r8ke4Xfbi1vjlo3s9RwRIZLjWarl-v8zH9coz2ABv3EiGK33PtB2HDA8cNL2ZQz4%3D&xkcb=SoBr67M3H0qDlk2SBB0CbzkdCdPP&fccid=7ad65436e7af0a31&vjs=3
[(주)소프트랩스] 백엔드/ 프론트엔드/ 기획자 / 웹 개발자/ 웹 앱 기획자,소프트랩스,서울 금천구,http://kr.indeed.com/rc/clk?jk=16e605c508eff98a&bb=ap-yO7dtbR20aJk6gW1XSiASPxfJyDXlhZRiyuKzOL6sIAmm7-MwB8ubEc0XQiuEBebYI96x6wX6paTEnZ7mTb-rf_n-drG_NJU07HK_DxQ%3D&xkcb=SoD267M3H0qDlk2SBB0BbzkdCdPP&fccid=5693dea15fa48296&vjs=3
웹개발  백엔드 외 신입/경력 정규직,코인챗,서울 강남구,http://kr.indeed.com/rc/clk?jk=e3f3b7e2103d9bc7&bb=ap-yO7dtbR20aJk6gW1XStZfN_I0MKa-m-bmOBsI6QTUFAlplXTwPBPKiAsgAFLha_V9vdNE1B17aJD8P17X-M1E8j1dr9uneCnIxncIXCs%3D&xkcb=SoBC67M3H0qDlk2SBB0AbzkdCdPP&fccid=e60f835b4d91f8e6&vjs=3
어시스턴트 - 데이터 산출 지원 담당,카카오페이,성남 백현동,http://kr.indeed.com/rc/clk?jk=ea40d5e4408124ba&bb=ap-yO7dtbR20aJk6gW1XSmAfG8C9-EEkSUqN3xp0E3ul3xbkszEAKLiu12dht0qTIuw7eG49Rr_s8LVtkev4Ofi0WvsIRm9RH_7Cwrw4tnU%3D&xkcb=SoDM67M3H0qDlk2SBB0HbzkdCdPP&fccid=c3aa6121be03065c&vjs=3
Data Scientist – BCG X,Boston Consulting Group,서울,http://kr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ad1FFWZOsBBwBZDGouyCcICeLSd3pQct3wJ1q5dPO7JCLxsMmJvGzlhLVyd7EPh8Brywd80BEW4N0g3twWnhAbIMsIgs3fjdeAl5-U8x-TEW3Aw6ZEaCaqq_MqBJ89LtkmHt9nmkmIcu0xvWO4UbRY9n1eyJ_OmjoZTdoQp9aSH7MMHhXmvBC1b_Yn9uUF5yrwIuD9jhfwJlFfmkkb18-Sj9U_mSslWQvSzi8ZQ_RndYkSsCHxV_VqiNLzJYuvtACrTVQ_bvijIRj3rIXnbYHLZgLRb8drq4hH3GW9dhcR27OLZyOcdMSZMHD8PtQ-jxXB5VmLC-0F1CWbSG1TQKmAMEETUIYnhvn5yGt8Jd9nh1k8E8HBlsklOH2hUqADTBIe1b5yeGa4c6JT9y4-pEBPYwKfUGQfISB6IVBWsd7r2e3nBOsBSERH8FJkiMs-EXCUCpMem_bVpnBD-jLse1_SOJPrGJZDSOafHLAvegYioU6jE8fAh9A6mymT2lRkBWKfvq1SaYeFyahfypm6bbGSXOZ7ddnpcs2drNqQrMmKIpSUYMRV-CnOxGx-zz0dnBMv8sfoWnwB8r5dM5Nvkkpt8vpd1cdLbVFroiHSMJqxNTLyE8knWFBQnqM94YWzeW_fgBhRQXlq1xLGfgeQc-m4LT-yvA34MB6W5wu_bfSChiKQ7U5B_VRe5W5c6_yKAjsiZy43IgwvJrXVCAKYRTbF05FZ2X3rxqwiKUGQxSTpeVuI2QDUrmUXbRX7Mrf3pVW1NgDltDbaU_EhP5cM0tq_uGMP2xsTf-tpDoGiN0q25ZxuqpyN2B2Sqso-337i2KsVAbVTwRh4ejmNufFc-bHEaHBfO1LGwMZehemakHopJsyYS5vCJi8gmFqjQc6OaCklfuWkXHU-g0A4AQ7uZaYFVhJIM_B24myMO72R-afSVQV2_8v2iFRKOklRsagKboBkyQS6oLCh10bI6hWlnXvrg3W2mcSQvXmfjVoJqmPi0CarpHVo6ym3jSvUN5qk46YLzOTu0ACfraXbJRpxL5B3oTfw81z295WFXutajSIWHAiwDPtHrWAn6aNBQF337eTgf5AwxeXTeqs32wXGks88Vl0imUpTy4WpcsbmQL18dlUPhXX4e12yakb2bogHT3m-xkd_pccOTaR_OcHFctp3ftnEXObQx8bOgq73RFjO1VcprNchV13r_NDvGgGeR880D2Nu3uS2PyME6_59JrPpZiUIoGEqH82Hq0bR2Z9n3h3MeHK0mQbVT5bnIdYwoAmeejSz2waShw==&xkcb=SoCM6_M3H0qDlk2SBB0GbzkdCdPP&p=13&fvj=0&vjs=3
데브옵스(DevOps) 엔지니어(신입),씨드앤,서울 성동구,http://kr.indeed.com/rc/clk?jk=fcd71508b87e3716&bb=ap-yO7dtbR20aJk6gW1XStN3KbDHlu8Gy2njH1CdCZMGuhjSYFNR79CjD1CS6diVQ3-6HukHdlVRdZxWj8INOElZnSgdUUunENhPEc1O8to%3D&xkcb=SoDl67M3H0qDlk2SBB0FbzkdCdPP&fccid=c681ed894bde2d49&vjs=3
Senior Open Source Developer & DevOps (Python  Django  React  AWS/OpenStack),OpenCraft,Anywhere in the World,https://weworkremotely.com/remote-jobs/opencraft-senior-open-source-developer-devops-python-django-react-aws-openstack
Tech Lead (GCP/Python/Microservices),Reply Pro,Anywhere in the World,https://weworkremotely.com/remote-jobs/reply-pro-tech-lead-gcp-python-microservices
Lead Software Engineer - Python,Datapeople,Anywhere in the World,https://weworkremotely.com/remote-jobs/datapeople-lead-software-engineer-python
